,char, race, charclass, level,min_date,max_date
19371,72082,Troll,Rogue,2,2008-05-09,2008-05-09
19372,72083,Orc,Warrior,5,2008-05-09,2008-05-10
19373,72084,Blood Elf,Rogue,1,2008-05-09,2008-05-09
19374,72085,Tauren,Druid,62,2008-05-09,2008-11-25
19375,72086,Tauren,Warrior,11,2008-05-09,2008-08-29
19376,72086,Undead,Mage,14,2008-05-09,2008-08-29
19377,72087,Tauren,Druid,51,2008-05-09,2008-12-29
19378,72088,Blood Elf,Priest,6,2008-05-09,2008-05-10
19379,72089,Troll,Rogue,1,2008-05-09,2008-05-09
19380,72090,Undead,Mage,5,2008-05-09,2008-10-02
19381,72091,Blood Elf,Priest,65,2008-05-09,2008-11-19
19382,72092,Troll,Warrior,6,2008-05-09,2008-08-24
19383,72093,Blood Elf,Warlock,3,2008-05-09,2008-05-10
19384,72094,Undead,Priest,1,2008-05-10,2008-05-10
19385,72095,Blood Elf,Priest,19,2008-05-10,2008-05-13
19386,72096,Blood Elf,Paladin,2,2008-05-10,2008-05-10
19387,72097,Tauren,Warrior,1,2008-05-10,2008-07-18
19388,72098,Blood Elf,Warlock,6,2008-05-10,2008-05-10
19389,72099,Blood Elf,Priest,8,2008-05-10,2008-05-13
19390,72100,Undead,Warrior,1,2008-05-10,2008-05-10
19391,72101,Orc,Shaman,3,2008-05-10,2008-06-12
19392,72101,Troll,Warrior,11,2008-05-10,2008-06-12
19393,72102,Blood Elf,Paladin,1,2008-05-10,2008-05-10
19394,72103,Blood Elf,Rogue,6,2008-05-10,2008-08-01
19395,72104,Tauren,Hunter,8,2008-05-10,2008-05-10
19396,72105,Blood Elf,Priest,8,2008-05-10,2008-05-12
19397,72106,Blood Elf,Warlock,3,2008-05-10,2008-05-10
19398,72107,Undead,Warlock,14,2008-05-10,2008-06-08
19399,72108,Undead,Priest,5,2008-05-10,2008-05-10
19400,72109,Undead,Warrior,1,2008-05-10,2008-05-10
19401,72110,Blood Elf,Mage,1,2008-05-10,2008-05-10
19402,72111,Orc,Warrior,7,2008-05-10,2008-06-27
19403,72112,Tauren,Warrior,6,2008-05-10,2008-05-10
19404,72113,Undead,Warrior,3,2008-05-10,2008-05-10
19405,72114,Blood Elf,Rogue,75,2008-05-10,2008-12-31
19406,72115,Troll,Hunter,1,2008-05-10,2008-05-10
19407,72116,Tauren,Shaman,71,2008-05-10,2008-12-31
19408,72117,Undead,Rogue,11,2008-05-10,2008-05-10
19409,72118,Orc,Hunter,4,2008-05-10,2008-05-10
19410,72119,Blood Elf,Paladin,3,2008-05-10,2008-05-10
19411,72120,Undead,Rogue,5,2008-05-10,2008-05-10
19412,72121,Blood Elf,Hunter,2,2008-05-10,2008-05-10
19413,72122,Tauren,Warrior,1,2008-05-10,2008-05-10
19414,72123,Blood Elf,Hunter,71,2008-05-10,2008-12-30
19415,72124,Blood Elf,Paladin,10,2008-05-10,2008-05-15
19416,72125,Orc,Warrior,7,2008-05-10,2008-09-23
19417,72126,Undead,Warrior,1,2008-05-10,2008-05-10
19418,72127,Troll,Warrior,1,2008-05-10,2008-05-10
19419,72128,Tauren,Shaman,8,2008-05-10,2008-05-29
19420,72129,Blood Elf,Paladin,6,2008-05-10,2008-06-08
19421,72130,Blood Elf,Rogue,6,2008-05-10,2008-09-24
19422,72130,Blood Elf,Warlock,1,2008-05-10,2008-09-24
19423,72130,Undead,Rogue,48,2008-05-10,2008-09-24
19424,72131,Undead,Warlock,4,2008-05-10,2008-05-10
19425,72132,Blood Elf,Rogue,18,2008-05-10,2008-08-15
19426,72133,Blood Elf,Paladin,8,2008-05-10,2008-07-24
19427,72134,Undead,Warlock,2,2008-05-10,2008-05-10
19428,72135,Blood Elf,Warlock,2,2008-05-10,2008-05-10
19429,72136,Tauren,Warrior,10,2008-05-10,2008-10-17
19430,72137,Blood Elf,Hunter,1,2008-05-10,2008-08-17
19431,72138,Orc,Warlock,7,2008-05-10,2008-11-21
19432,72138,Undead,Death Knight,55,2008-05-10,2008-11-21
19433,72139,Orc,Hunter,14,2008-05-10,2008-11-21
19434,72140,Blood Elf,Warlock,27,2008-05-10,2008-10-18
19435,72141,Tauren,Shaman,46,2008-05-10,2008-12-07
19436,72142,Tauren,Druid,3,2008-05-10,2008-05-10
19437,72143,Blood Elf,Paladin,2,2008-05-10,2008-05-10
19438,72144,Undead,Rogue,1,2008-05-10,2008-05-10
19439,72145,Blood Elf,Mage,9,2008-05-10,2008-05-24
19440,72146,Tauren,Druid,25,2008-05-10,2008-09-20
19441,72147,Blood Elf,Mage,7,2008-05-10,2008-05-11
19442,72148,Tauren,Druid,15,2008-05-10,2008-05-15
19443,72149,Undead,Warlock,10,2008-05-10,2008-05-12
19444,72150,Blood Elf,Mage,21,2008-05-11,2008-07-10
19445,72150,Troll,Mage,6,2008-05-11,2008-07-10
19446,72151,Tauren,Druid,5,2008-05-11,2008-06-08
19447,72152,Blood Elf,Paladin,2,2008-05-11,2008-05-11
19448,72153,Tauren,Druid,13,2008-05-11,2008-05-25
19449,72154,Undead,Rogue,2,2008-05-11,2008-05-11
19450,72155,Blood Elf,Rogue,1,2008-05-11,2008-05-11
19451,72156,Orc,Rogue,1,2008-05-11,2008-05-11
19452,72157,Tauren,Hunter,12,2008-05-11,2008-06-10
19453,72157,Undead,Priest,4,2008-05-11,2008-06-10
19454,72158,Undead,Rogue,13,2008-05-11,2008-06-08
19455,72159,Undead,Priest,11,2008-05-11,2008-12-13
19456,72160,Blood Elf,Paladin,7,2008-05-11,2008-06-09
19457,72161,Orc,Shaman,10,2008-05-11,2008-05-31
19458,72162,Blood Elf,Hunter,2,2008-05-11,2008-05-11
19459,72163,Undead,Warrior,2,2008-05-11,2008-05-11
19460,72164,Blood Elf,Hunter,47,2008-05-11,2008-12-31
19461,72165,Blood Elf,Hunter,1,2008-05-11,2008-05-11
19462,72166,Undead,Warlock,8,2008-05-11,2008-05-11
19463,72167,Undead,Rogue,4,2008-05-11,2008-09-19
19464,72168,Blood Elf,Paladin,9,2008-05-11,2008-05-11
19465,72169,Troll,Shaman,12,2008-05-11,2008-06-02
19466,72170,Blood Elf,Warlock,3,2008-05-11,2008-05-12
19467,72171,Blood Elf,Rogue,15,2008-05-11,2008-06-01
19468,72172,Blood Elf,Paladin,6,2008-05-11,2008-05-13
19469,72173,Blood Elf,Rogue,66,2008-05-11,2008-11-16
19470,72174,Tauren,Shaman,46,2008-05-11,2008-11-27
19471,72175,Undead,Rogue,70,2008-05-11,2008-11-29
19472,72176,Orc,Shaman,1,2008-05-11,2008-05-11
19473,72177,Blood Elf,Mage,3,2008-05-11,2008-05-11
19474,72178,Tauren,Warrior,2,2008-05-11,2008-07-03
19475,72179,Blood Elf,Mage,5,2008-05-11,2008-05-11
19476,72180,Orc,Warrior,1,2008-05-11,2008-05-11
19477,72181,Blood Elf,Paladin,6,2008-05-11,2008-11-01
19478,72182,Blood Elf,Paladin,8,2008-05-11,2008-10-05
19479,72183,Blood Elf,Paladin,10,2008-05-11,2008-07-26
19480,72184,Blood Elf,Hunter,1,2008-05-11,2008-05-11
19481,72185,Blood Elf,Rogue,30,2008-05-11,2008-12-27
19482,72186,Blood Elf,Hunter,71,2008-05-11,2008-12-28
19483,72187,Orc,Hunter,5,2008-05-11,2008-05-27
19484,72188,Orc,Shaman,5,2008-05-11,2008-05-11
19485,72189,Troll,Shaman,13,2008-05-11,2008-10-22
19486,72190,Undead,Rogue,10,2008-05-11,2008-08-03
19487,72191,Blood Elf,Priest,80,2008-05-11,2008-12-30
19488,72192,Tauren,Druid,13,2008-05-11,2008-07-25
19489,72193,Blood Elf,Rogue,2,2008-05-11,2008-05-11
19490,72194,Orc,Hunter,4,2008-05-11,2008-05-11
19491,72194,Orc,Rogue,1,2008-05-11,2008-05-11
19492,72195,Tauren,Druid,2,2008-05-11,2008-05-11
19493,72196,Blood Elf,Hunter,3,2008-05-11,2008-05-14
19494,72197,Blood Elf,Paladin,34,2008-05-11,2008-12-20
19495,72198,Tauren,Druid,1,2008-05-11,2008-05-11
19496,72199,Blood Elf,Warlock,27,2008-05-11,2008-11-26
19497,72200,Tauren,Warrior,2,2008-05-11,2008-05-11
19498,72201,Undead,Warlock,1,2008-05-11,2008-05-11
19499,72202,Orc,Shaman,1,2008-05-11,2008-05-15
19500,72203,Orc,Warrior,1,2008-05-11,2008-05-11
19501,72204,Orc,Hunter,40,2008-05-11,2008-06-12
19502,72205,Troll,Rogue,5,2008-05-11,2008-11-22
19503,72206,Orc,Rogue,22,2008-05-11,2008-08-14
19504,72207,Blood Elf,Mage,8,2008-05-11,2008-05-13
19505,72208,Undead,Warlock,29,2008-05-11,2008-12-29
19506,72209,Blood Elf,Mage,8,2008-05-11,2008-05-12
19507,72210,Blood Elf,Paladin,8,2008-05-11,2008-05-12
19508,72211,Blood Elf,Priest,5,2008-05-11,2008-05-12
19509,72212,Orc,Warrior,20,2008-05-11,2008-05-14
19510,72213,Blood Elf,Death Knight,58,2008-05-11,2008-12-24
19511,72213,Blood Elf,Hunter,13,2008-05-11,2008-12-24
19512,72214,Troll,Shaman,5,2008-05-11,2008-10-25
19513,72215,Undead,Warlock,6,2008-05-11,2008-05-30
19514,72216,Tauren,Shaman,6,2008-05-11,2008-05-12
19515,72217,Blood Elf,Warlock,17,2008-05-12,2008-07-10
19516,72218,Orc,Warrior,1,2008-05-12,2008-05-12
19517,72219,Orc,Shaman,2,2008-05-12,2008-06-10
19518,72219,Tauren,Druid,1,2008-05-12,2008-06-10
19519,72220,Undead,Priest,11,2008-05-12,2008-05-12
19520,72221,Blood Elf,Rogue,15,2008-05-12,2008-08-27
19521,72222,Blood Elf,Paladin,17,2008-05-12,2008-12-31
19522,72223,Undead,Warlock,1,2008-05-12,2008-05-12
19523,72224,Blood Elf,Paladin,7,2008-05-12,2008-05-12
19524,72225,Tauren,Shaman,1,2008-05-12,2008-05-12
19525,72226,Blood Elf,Paladin,4,2008-05-12,2008-09-16
19526,72226,Blood Elf,Rogue,8,2008-05-12,2008-09-16
19527,72227,Blood Elf,Rogue,11,2008-05-12,2008-06-08
19528,72228,Orc,Warlock,8,2008-05-12,2008-05-15
19529,72229,Tauren,Druid,1,2008-05-12,2008-05-12
19530,72230,Orc,Warrior,20,2008-05-12,2008-05-12
19531,72231,Orc,Hunter,4,2008-05-12,2008-12-28
19532,72232,Blood Elf,Paladin,1,2008-05-12,2008-12-30
19533,72233,Blood Elf,Paladin,4,2008-05-12,2008-05-12
19534,72234,Troll,Warrior,2,2008-05-12,2008-05-12
19535,72235,Undead,Warrior,4,2008-05-12,2008-05-12
19536,72236,Tauren,Shaman,2,2008-05-12,2008-05-12
19537,72237,Orc,Warrior,1,2008-05-12,2008-05-12
19538,72238,Troll,Rogue,14,2008-05-12,2008-07-20
19539,72239,Blood Elf,Mage,1,2008-05-12,2008-05-12
19540,72240,Blood Elf,Mage,4,2008-05-12,2008-05-12
19541,72241,Blood Elf,Warlock,7,2008-05-12,2008-05-13
19542,72242,Troll,Shaman,3,2008-05-12,2008-05-12
19543,72243,Undead,Mage,43,2008-05-12,2008-07-05
19544,72243,Undead,Priest,1,2008-05-12,2008-07-05
19545,72244,Undead,Priest,8,2008-05-12,2008-05-13
19546,72245,Blood Elf,Priest,21,2008-05-12,2008-11-09
19547,72246,Undead,Priest,61,2008-05-12,2008-11-15
19548,72247,Troll,Warrior,1,2008-05-12,2008-05-12
19549,72248,Undead,Warlock,5,2008-05-12,2008-11-23
19550,72249,Blood Elf,Warlock,3,2008-05-12,2008-05-14
19551,72250,Undead,Warlock,5,2008-05-12,2008-05-12
19552,72251,Blood Elf,Hunter,1,2008-05-12,2008-05-12
19553,72252,Orc,Rogue,2,2008-05-12,2008-05-12
19554,72253,Tauren,Druid,2,2008-05-12,2008-05-15
19555,72253,Tauren,Shaman,1,2008-05-12,2008-05-15
19556,72254,Blood Elf,Paladin,1,2008-05-12,2008-10-24
19557,72255,Blood Elf,Rogue,2,2008-05-12,2008-05-13
19558,72256,Blood Elf,Paladin,8,2008-05-12,2008-05-13
19559,72257,Tauren,Shaman,61,2008-05-12,2008-12-23
19560,72257,Troll,Shaman,6,2008-05-12,2008-12-23
19561,72258,Tauren,Warrior,80,2008-05-12,2008-12-31
19562,72259,Orc,Warrior,1,2008-05-12,2008-10-15
19563,72260,Blood Elf,Hunter,17,2008-05-12,2008-07-11
19564,72261,Tauren,Druid,15,2008-05-12,2008-08-26
19565,72262,Blood Elf,Hunter,3,2008-05-12,2008-05-13
19566,72263,Blood Elf,Hunter,5,2008-05-13,2008-05-14
19567,72264,Tauren,Shaman,70,2008-05-13,2008-10-14
19568,72265,Orc,Warrior,2,2008-05-13,2008-12-23
19569,72266,Tauren,Druid,10,2008-05-13,2008-05-14
19570,72267,Blood Elf,Rogue,1,2008-05-13,2008-05-13
19571,72268,Blood Elf,Paladin,1,2008-05-13,2008-05-13
19572,72269,Blood Elf,Paladin,1,2008-05-13,2008-05-13
19573,72270,Troll,Rogue,6,2008-05-13,2008-05-13
19574,72271,Orc,Hunter,17,2008-05-13,2008-05-13
19575,72272,Blood Elf,Paladin,5,2008-05-13,2008-05-13
19576,72273,Undead,Warrior,1,2008-05-13,2008-05-13
19577,72274,Undead,Warrior,32,2008-05-13,2008-06-07
19578,72275,Undead,Rogue,19,2008-05-13,2008-08-19
19579,72276,Undead,Rogue,31,2008-05-13,2008-06-03
19580,72277,Blood Elf,Rogue,6,2008-05-13,2008-05-14
19581,72278,Undead,Warrior,22,2008-05-13,2008-05-27
19582,72279,Blood Elf,Warlock,8,2008-05-13,2008-05-14
19583,72279,Undead,Priest,8,2008-05-13,2008-05-14
19584,72280,Blood Elf,Paladin,1,2008-05-13,2008-05-13
19585,72281,Blood Elf,Hunter,1,2008-05-13,2008-05-13
19586,72282,Tauren,Hunter,1,2008-05-13,2008-05-13
19587,72283,Blood Elf,Mage,12,2008-05-13,2008-05-16
19588,72284,Blood Elf,Mage,21,2008-05-13,2008-06-04
19589,72285,Blood Elf,Priest,30,2008-05-13,2008-12-25
19590,72286,Blood Elf,Warlock,6,2008-05-13,2008-05-13
19591,72287,Blood Elf,Rogue,2,2008-05-13,2008-05-13
19592,72288,Blood Elf,Rogue,3,2008-05-13,2008-05-13
19593,72289,Tauren,Hunter,5,2008-05-13,2008-05-13
19594,72290,Orc,Warrior,1,2008-05-13,2008-05-13
19595,72291,Tauren,Druid,8,2008-05-13,2008-05-15
19596,72292,Blood Elf,Priest,14,2008-05-13,2008-08-28
19597,72293,Orc,Warrior,1,2008-05-13,2008-05-13
19598,72294,Blood Elf,Paladin,22,2008-05-13,2008-07-29
19599,72294,Tauren,Druid,1,2008-05-13,2008-07-29
19600,72295,Undead,Rogue,4,2008-05-13,2008-05-14
19601,72296,Undead,Rogue,17,2008-05-13,2008-07-29
19602,72297,Undead,Warrior,3,2008-05-13,2008-05-15
19603,72298,Blood Elf,Paladin,1,2008-05-13,2008-05-13
19604,72299,Orc,Shaman,12,2008-05-13,2008-12-28
19605,72300,Blood Elf,Hunter,7,2008-05-13,2008-05-16
19606,72301,Tauren,Warrior,4,2008-05-13,2008-08-11
19607,72302,Blood Elf,Mage,1,2008-05-13,2008-05-13
19608,72303,Blood Elf,Rogue,5,2008-05-13,2008-05-14
19609,72304,Orc,Warrior,12,2008-05-14,2008-07-28
19610,72305,Blood Elf,Paladin,54,2008-05-14,2008-08-17
19611,72306,Blood Elf,Priest,3,2008-05-14,2008-05-14
19612,72307,Blood Elf,Hunter,80,2008-05-14,2008-12-31
19613,72308,Orc,Warrior,8,2008-05-14,2008-05-16
19614,72309,Undead,Rogue,1,2008-05-14,2008-05-14
19615,72310,Orc,Hunter,1,2008-05-14,2008-05-14
19616,72311,Blood Elf,Rogue,11,2008-05-14,2008-05-25
19617,72312,Blood Elf,Paladin,1,2008-05-14,2008-05-15
19618,72313,Blood Elf,Paladin,1,2008-05-14,2008-05-14
19619,72314,Orc,Warrior,9,2008-05-14,2008-08-15
19620,72315,Tauren,Warrior,36,2008-05-14,2008-10-19
19621,72316,Undead,Rogue,1,2008-05-14,2008-05-14
19622,72317,Troll,Shaman,1,2008-05-14,2008-05-15
19623,72318,Blood Elf,Paladin,8,2008-05-14,2008-05-15
19624,72319,Blood Elf,Paladin,6,2008-05-14,2008-05-24
19625,72320,Blood Elf,Hunter,3,2008-05-14,2008-05-14
19626,72321,Undead,Mage,70,2008-05-14,2008-11-03
19627,72322,Undead,Rogue,1,2008-05-14,2008-05-14
19628,72323,Orc,Rogue,1,2008-05-14,2008-05-14
19629,72324,Blood Elf,Warlock,6,2008-05-14,2008-05-14
19630,72325,Troll,Mage,1,2008-05-14,2008-05-14
19631,72326,Blood Elf,Mage,7,2008-05-14,2008-05-16
19632,72327,Undead,Rogue,1,2008-05-14,2008-05-14
19633,72328,Tauren,Shaman,1,2008-05-14,2008-05-14
19634,72329,Tauren,Druid,11,2008-05-14,2008-11-11
19635,72330,Blood Elf,Hunter,11,2008-05-14,2008-11-15
19636,72331,Blood Elf,Priest,6,2008-05-14,2008-08-21
19637,72332,Blood Elf,Mage,2,2008-05-14,2008-05-14
19638,72333,Blood Elf,Mage,24,2008-05-14,2008-11-23
19639,72334,Blood Elf,Warlock,7,2008-05-14,2008-10-14
19640,72335,Blood Elf,Warlock,8,2008-05-14,2008-05-16
19641,72336,Troll,Hunter,71,2008-05-14,2008-12-07
19642,72337,Orc,Warrior,1,2008-05-14,2008-05-14
19643,72338,Undead,Mage,5,2008-05-14,2008-05-14
19644,72339,Blood Elf,Mage,1,2008-05-14,2008-05-14
19645,72340,Blood Elf,Rogue,5,2008-05-14,2008-05-14
19646,72341,Blood Elf,Rogue,1,2008-05-14,2008-05-14
19647,72342,Tauren,Druid,21,2008-05-14,2008-10-26
19648,72343,Tauren,Hunter,60,2008-05-14,2008-05-14
19649,72344,Blood Elf,Mage,1,2008-05-14,2008-05-14
19650,72345,Blood Elf,Hunter,1,2008-05-14,2008-05-14
19651,72346,Orc,Warrior,1,2008-05-14,2008-05-14
19652,72347,Tauren,Shaman,28,2008-05-14,2008-12-03
19653,72348,Tauren,Hunter,70,2008-05-14,2008-12-12
19654,72349,Troll,Warrior,1,2008-05-14,2008-05-14
19655,72350,Blood Elf,Mage,7,2008-05-14,2008-12-19
19656,72351,Undead,Warrior,1,2008-05-14,2008-05-15
19657,72352,Orc,Hunter,2,2008-05-15,2008-05-15
19658,72353,Blood Elf,Rogue,1,2008-05-15,2008-11-22
19659,72353,Tauren,Death Knight,56,2008-05-15,2008-11-22
19660,72354,Tauren,Druid,80,2008-05-15,2008-12-30
19661,72354,Troll,Shaman,4,2008-05-15,2008-12-30
19662,72355,Blood Elf,Rogue,1,2008-05-15,2008-05-15
19663,72356,Orc,Hunter,1,2008-05-15,2008-05-15
19664,72357,Blood Elf,Rogue,1,2008-05-15,2008-05-15
19665,72358,Undead,Warrior,5,2008-05-15,2008-05-15
19666,72359,Blood Elf,Rogue,5,2008-05-15,2008-05-15
19667,72360,Blood Elf,Paladin,70,2008-05-15,2008-11-17
19668,72360,Undead,Mage,2,2008-05-15,2008-11-17
19669,72361,Troll,Rogue,2,2008-05-15,2008-05-15
19670,72362,Troll,Hunter,1,2008-05-15,2008-05-15
19671,72363,Blood Elf,Paladin,8,2008-05-15,2008-05-19
19672,72364,Orc,Warrior,1,2008-05-15,2008-05-15
19673,72365,Blood Elf,Hunter,7,2008-05-15,2008-05-15
19674,72366,Blood Elf,Rogue,11,2008-05-15,2008-05-28
19675,72367,Troll,Hunter,10,2008-05-15,2008-09-01
19676,72368,Blood Elf,Paladin,8,2008-05-15,2008-05-15
19677,72369,Blood Elf,Warlock,1,2008-05-15,2008-05-15
19678,72370,Blood Elf,Paladin,8,2008-05-15,2008-05-15
19679,72371,Blood Elf,Mage,28,2008-05-15,2008-07-18
19680,72372,Orc,Shaman,5,2008-05-15,2008-10-20
19681,72373,Blood Elf,Mage,20,2008-05-15,2008-11-28
19682,72373,Undead,Mage,4,2008-05-15,2008-11-28
19683,72374,Undead,Warrior,1,2008-05-15,2008-05-15
19684,72375,Blood Elf,Mage,64,2008-05-15,2008-12-30
19685,72376,Blood Elf,Paladin,1,2008-05-15,2008-05-15
19686,72377,Blood Elf,Paladin,1,2008-05-15,2008-05-15
19687,72378,Blood Elf,Paladin,1,2008-05-15,2008-05-15
19688,72379,Blood Elf,Paladin,18,2008-05-15,2008-08-22
19689,72380,Undead,Rogue,1,2008-05-15,2008-05-15
19690,72381,Orc,Hunter,10,2008-05-16,2008-07-10
19691,72382,Tauren,Warrior,57,2008-05-16,2008-09-24
19692,72383,Tauren,Shaman,3,2008-05-16,2008-05-16
19693,72384,Tauren,Hunter,70,2008-05-16,2008-12-25
19694,72385,Blood Elf,Paladin,1,2008-05-16,2008-05-16
19695,72386,Tauren,Druid,4,2008-05-16,2008-05-21
19696,72387,Undead,Rogue,2,2008-05-16,2008-05-20
19697,72388,Blood Elf,Mage,5,2008-05-16,2008-05-16
19698,72389,Blood Elf,Rogue,1,2008-05-16,2008-05-16
19699,72390,Tauren,Druid,15,2008-05-16,2008-12-23
19700,72391,Blood Elf,Hunter,4,2008-05-16,2008-05-16
19701,72392,Tauren,Druid,5,2008-05-16,2008-05-16
19702,72393,Tauren,Shaman,6,2008-05-16,2008-05-16
19703,72394,Blood Elf,Hunter,5,2008-05-16,2008-05-16
19704,72395,Blood Elf,Mage,2,2008-05-16,2008-05-16
19705,72395,Undead,Rogue,1,2008-05-16,2008-05-16
19706,72396,Tauren,Warrior,2,2008-05-19,2008-05-19
19707,72397,Tauren,Shaman,6,2008-05-19,2008-05-19
19708,72398,Blood Elf,Hunter,3,2008-05-19,2008-05-19
19709,72399,Blood Elf,Paladin,9,2008-05-19,2008-05-19
19710,72400,Blood Elf,Hunter,6,2008-05-19,2008-05-19
19711,72401,Blood Elf,Mage,13,2008-05-19,2008-05-19
19712,72402,Blood Elf,Hunter,47,2008-05-19,2008-06-11
19713,72403,Tauren,Shaman,54,2008-05-19,2008-06-09
19714,72404,Orc,Warrior,1,2008-05-19,2008-05-19
19715,72405,Orc,Warrior,1,2008-05-19,2008-05-19
19716,72406,Tauren,Druid,26,2008-05-19,2008-12-12
19717,72407,Blood Elf,Priest,1,2008-05-19,2008-05-19
19718,72408,Orc,Hunter,6,2008-05-19,2008-05-19
19719,72409,Blood Elf,Paladin,26,2008-05-19,2008-05-30
19720,72410,Blood Elf,Mage,4,2008-05-19,2008-05-19
19721,72411,Undead,Warlock,9,2008-05-19,2008-05-20
19722,72412,Blood Elf,Mage,16,2008-05-19,2008-05-31
19723,72413,Tauren,Warrior,64,2008-05-19,2008-11-18
19724,72414,Undead,Rogue,1,2008-05-19,2008-05-19
19725,72415,Blood Elf,Warlock,6,2008-05-19,2008-05-19
19726,72416,Undead,Rogue,16,2008-05-19,2008-08-10
19727,72417,Blood Elf,Rogue,20,2008-05-19,2008-05-31
19728,72418,Orc,Warlock,20,2008-05-19,2008-09-18
19729,72418,Undead,Warlock,31,2008-05-19,2008-09-18
19730,72419,Tauren,Warrior,70,2008-05-19,2008-06-25
19731,72420,Undead,Warlock,4,2008-05-19,2008-05-19
19732,72421,Tauren,Hunter,6,2008-05-19,2008-05-20
19733,72422,Troll,Warrior,70,2008-05-19,2008-11-22
19734,72423,Blood Elf,Paladin,19,2008-05-19,2008-05-31
19735,72424,Blood Elf,Mage,76,2008-05-19,2008-12-31
19736,72425,Blood Elf,Paladin,62,2008-05-19,2008-11-09
19737,72426,Blood Elf,Hunter,5,2008-05-19,2008-05-19
19738,72427,Blood Elf,Warlock,2,2008-05-19,2008-08-09
19739,72428,Orc,Hunter,12,2008-05-19,2008-05-23
19740,72429,Orc,Warrior,61,2008-05-19,2008-12-10
19741,72430,Tauren,Warrior,74,2008-05-19,2008-12-06
19742,72431,Undead,Warlock,2,2008-05-19,2008-05-19
19743,72432,Blood Elf,Hunter,16,2008-05-19,2008-12-01
19744,72433,Troll,Rogue,62,2008-05-19,2008-11-01
19745,72434,Blood Elf,Rogue,11,2008-05-19,2008-06-07
19746,72435,Blood Elf,Warlock,57,2008-05-19,2008-10-26
19747,72436,Troll,Priest,1,2008-05-19,2008-06-24
19748,72437,Undead,Warlock,1,2008-05-19,2008-09-22
19749,72438,Blood Elf,Rogue,1,2008-05-19,2008-05-19
19750,72439,Blood Elf,Hunter,70,2008-05-19,2008-09-30
19751,72440,Undead,Mage,10,2008-05-19,2008-08-11
19752,72441,Undead,Rogue,12,2008-05-19,2008-05-21
19753,72442,Blood Elf,Hunter,3,2008-05-19,2008-05-19
19754,72443,Troll,Shaman,24,2008-05-19,2008-07-02
19755,72444,Undead,Mage,1,2008-05-19,2008-05-19
19756,72445,Troll,Mage,1,2008-05-19,2008-05-19
19757,72446,Blood Elf,Rogue,19,2008-05-19,2008-09-04
19758,72447,Troll,Mage,2,2008-05-19,2008-05-19
19759,72448,Tauren,Druid,2,2008-05-19,2008-05-19
19760,72449,Troll,Mage,1,2008-05-19,2008-05-19
19761,72450,Orc,Hunter,17,2008-05-19,2008-05-26
19762,72451,Blood Elf,Rogue,5,2008-05-20,2008-05-20
19763,72452,Undead,Warlock,70,2008-05-20,2008-12-31
19764,72453,Blood Elf,Paladin,15,2008-05-20,2008-05-26
19765,72454,Orc,Warrior,1,2008-05-20,2008-11-14
19766,72455,Blood Elf,Hunter,6,2008-05-20,2008-05-20
19767,72456,Tauren,Druid,13,2008-05-20,2008-09-22
19768,72457,Undead,Warrior,4,2008-05-20,2008-05-20
19769,72458,Blood Elf,Mage,2,2008-05-20,2008-05-20
19770,72459,Tauren,Warrior,1,2008-05-20,2008-05-20
19771,72460,Tauren,Druid,21,2008-05-20,2008-11-14
19772,72461,Orc,Warrior,21,2008-05-20,2008-05-20
19773,72462,Undead,Rogue,7,2008-05-20,2008-05-20
19774,72463,Blood Elf,Warlock,12,2008-05-20,2008-05-23
19775,72464,Blood Elf,Mage,70,2008-05-20,2008-11-01
19776,72465,Troll,Hunter,1,2008-05-20,2008-05-20
19777,72466,Orc,Shaman,1,2008-05-20,2008-05-20
19778,72467,Orc,Warrior,1,2008-05-20,2008-05-20
19779,72468,Blood Elf,Warlock,18,2008-05-20,2008-06-12
19780,72469,Blood Elf,Paladin,15,2008-05-20,2008-12-23
19781,72469,Undead,Warrior,72,2008-05-20,2008-12-23
19782,72470,Tauren,Warrior,47,2008-05-20,2008-11-24
19783,72471,Troll,Warrior,1,2008-05-20,2008-05-20
19784,72472,Troll,Rogue,2,2008-05-20,2008-05-20
19785,72473,Blood Elf,Priest,1,2008-05-20,2008-05-20
19786,72474,Orc,Hunter,18,2008-05-20,2008-06-20
19787,72475,Undead,Rogue,6,2008-05-20,2008-05-23
19788,72476,Undead,Warrior,2,2008-05-20,2008-05-20
19789,72477,Undead,Mage,38,2008-05-20,2008-05-20
19790,72478,Blood Elf,Hunter,5,2008-05-20,2008-05-20
19791,72479,Orc,Warrior,1,2008-05-20,2008-05-20
19792,72480,Blood Elf,Hunter,21,2008-05-20,2008-06-03
19793,72481,Orc,Hunter,32,2008-05-20,2008-08-21
19794,72482,Orc,Hunter,12,2008-05-20,2008-05-21
19795,72483,Troll,Warrior,1,2008-05-20,2008-05-20
19796,72484,Troll,Shaman,19,2008-05-20,2008-05-27
19797,72485,Blood Elf,Hunter,8,2008-05-20,2008-05-20
19798,72486,Blood Elf,Hunter,1,2008-05-20,2008-05-20
19799,72487,Blood Elf,Hunter,14,2008-05-20,2008-05-20
19800,72488,Undead,Rogue,1,2008-05-20,2008-05-20
19801,72489,Blood Elf,Paladin,1,2008-05-20,2008-05-20
19802,72490,Blood Elf,Mage,21,2008-05-20,2008-06-12
19803,72491,Troll,Rogue,43,2008-05-20,2008-09-22
